WifiAccessPoint_0,WifiAccessPoint_1,WifiAccessPoint_2,WifiAccessPoint_3,WifiAccessPoint_4,WifiAccessPoint_5,WifiAccessPoint_6,WifiAccessPoint_7,WifiAccessPoint_8,WifiAccessPoint_9,WifiAccessPoint_10,WifiAccessPoint_11,WifiAccessPoint_12,WifiAccessPoint_13,WifiAccessPoint_14,WifiAccessPoint_15,WifiAccessPoint_16,WifiAccessPoint_17,WifiAccessPoint_18,WifiAccessPoint_19,WifiAccessPoint_20,WifiAccessPoint_21,WifiAccessPoint_22,WifiAccessPoint_23,WifiAccessPoint_24,WifiAccessPoint_25,WifiAccessPoint_26,WifiAccessPoint_27,WifiAccessPoint_28,WifiAccessPoint_29,WifiAccessPoint_30,WifiAccessPoint_31,WifiAccessPoint_32,WifiAccessPoint_33,WifiAccessPoint_34,WifiAccessPoint_35,WifiAccessPoint_36,WifiAccessPoint_37,WifiAccessPoint_38,WifiAccessPoint_39,WifiAccessPoint_40,WifiAccessPoint_41,WifiAccessPoint_42,WifiAccessPoint_43,WifiAccessPoint_44,WifiAccessPoint_45,WifiAccessPoint_46,WifiAccessPoint_47,WifiAccessPoint_48,WifiAccessPoint_49,WifiAccessPoint_50,WifiAccessPoint_51,WifiAccessPoint_52,WifiAccessPoint_53,WifiAccessPoint_54,WifiAccessPoint_55,WifiAccessPoint_56,WifiAccessPoint_57,WifiAccessPoint_58,WifiAccessPoint_59,WifiAccessPoint_60,WifiAccessPoint_61,WifiAccessPoint_62,WifiAccessPoint_63,WifiAccessPoint_64,WifiAccessPoint_65,WifiAccessPoint_66,WifiAccessPoint_67,WifiAccessPoint_68,WifiAccessPoint_69,WifiAccessPoint_70,WifiAccessPoint_71,WifiAccessPoint_72,WifiAccessPoint_73,WifiAccessPoint_74,WifiAccessPoint_75,WifiAccessPoint_76,WifiAccessPoint_77,WifiAccessPoint_78,WifiAccessPoint_79,WifiAccessPoint_80,WifiAccessPoint_81,WifiAccessPoint_82,WifiAccessPoint_83,WifiAccessPoint_84,WifiAccessPoint_85,WifiAccessPoint_86,WifiAccessPoint_87,WifiAccessPoint_88,WifiAccessPoint_89,WifiAccessPoint_90,x,y
-123,null,-82,null,null,null,null,-86,null,-72,null,-81,null,-69,-49,-85,-71,null,-69,-76,null,null,null,null,-99,null,null,-59,null,null,-83,-83,-79,null,null,null,-90,null,-78,null,null,null,null,null,-89,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.274515018,0.323168608
-133,-61,-57,-74,null,-67,-84,-37,-83,-34,-79,-47,-57,-52,-75,null,-74,null,null,-67,null,-71,null,-63,-79,-84,null,null,null,-72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-86,null,null,null,-93,null,null,null,null,null,null,null,null,null,null,null,-94,null,null,null,null,null,null,null,null,-91,-91,null,null,null,null,null,null,null,null,null,null,0.220519045,0.696371704
-117,null,-80,-81,null,-86,null,-79,null,-65,null,null,null,-66,-56,-74,-78,null,-51,null,null,null,null,null,-81,-70,null,-59,null,-76,-73,-82,-84,null,null,null,-74,-91,-90,null,null,null,null,null,-94,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.428676523,0.392453727
-127,-59,-72,-71,-67,-49,-89,-69,-77,-62,-55,-61,-68,null,null,-76,-54,null,null,null,-62,-71,-62,-63,null,null,null,null,-74,null,null,-67,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.688425115,0.954874973
-124,-79,-60,null,null,null,-82,-72,-98,-69,null,-81,null,-63,-59,-74,-68,null,-66,null,null,null,null,null,null,null,null,-68,null,null,-35,-49,-58,null,null,-84,null,null,-87,null,null,null,-92,null,-85,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.563220904,0.277666222
-127,-84,-72,null,null,null,null,null,null,null,null,null,null,-71,-80,-71,-71,null,-76,null,null,null,null,null,-90,-88,null,-60,null,null,-59,-65,-59,null,null,-83,-56,-70,-81,-80,null,null,null,null,-80,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.79612112,0.243251762
-127,-64,-68,null,-66,-57,-72,-73,-61,-73,-53,-63,null,null,null,-66,-65,null,null,null,-43,-72,-43,-64,null,null,null,null,-86,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.693486643,0.982592402
-130,null,null,null,null,null,null,null,null,null,null,null,null,-92,-81,null,-88,null,null,null,null,null,null,null,null,null,null,-87,null,null,-72,null,-66,null,null,null,-77,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.363637257,0.25066415
-132,null,-90,null,null,null,null,null,null,-88,null,null,null,-84,-85,null,null,null,null,null,null,null,null,null,null,null,null,-82,null,null,-77,-84,-71,null,null,null,-68,null,-91,null,null,null,null,null,-90,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.690809885,0.043185099
-129,-83,-82,null,-81,null,null,null,null,-79,null,-92,null,-79,-70,null,-77,null,-72,null,null,null,null,null,null,null,null,-82,null,null,-69,-79,-74,null,null,null,-77,-88,null,-87,null,null,null,null,-82,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.568759648,0.306934155
-133,null,-69,-67,null,-92,-75,-68,-74,-66,null,null,null,-62,-80,-69,-62,null,-71,-75,null,-79,null,-77,-72,-71,null,null,null,-81,-83,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.706154197,0.625962275
-122,-79,-65,-54,-82,null,null,null,null,-78,null,null,-73,-63,-49,-60,-61,null,-53,null,null,null,null,null,null,null,null,-48,null,null,-50,-55,-67,-80,null,null,-66,null,-77,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.493708458,0.339327582
-125,-46,-70,-53,-51,-59,-84,-68,-75,-53,-59,-53,-61,-73,-75,-72,-56,null,-67,-86,-69,-71,-66,-62,null,null,-85,-88,null,-77,-83,-88,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-92,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.877263259,0.799791696
-129,-86,-85,null,null,null,null,-79,-80,-71,null,-79,-78,-57,-44,-73,-81,null,-61,-94,null,null,null,null,-76,-82,null,-44,null,-74,-79,-75,-81,null,null,null,null,-86,-82,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.084670393,0.449721737
-128,-70,-62,-55,-66,-83,-84,-83,-69,-76,-80,-75,null,-62,-72,-55,-64,null,-65,-75,null,-92,null,null,-87,-80,null,-73,null,-72,-68,null,null,null,null,null,null,-96,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-83,null,null,null,null,null,-88,-87,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.692549441,0.653331521
-131,-62,-64,-63,null,-76,-63,-78,-68,-57,-74,-82,null,-48,-64,-59,-44,null,-68,-85,-84,-83,-77,null,-67,-72,null,-65,null,-84,-67,-59,-79,null,null,-78,-71,-84,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-84,null,null,null,null,null,null,null,-82,null,-87,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.685339433,0.470368596
-134,-65,-68,-75,null,-79,-90,null,null,-82,null,null,null,-83,-74,-66,-73,null,-83,null,null,null,null,null,-81,null,null,-74,null,null,-66,-64,-77,null,null,-71,-84,-76,-96,-92,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.735604323,0.407607889
-120,-68,-59,-59,-68,-71,-83,-66,-68,-70,-75,-77,null,-61,-84,-67,-58,null,-68,-77,null,-88,null,null,-75,-83,null,-69,null,-76,-77,null,null,null,null,null,null,-91,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-87,null,null,null,null,null,-77,-94,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.692788294,0.658314702
-131,-75,-66,-66,-86,-90,-78,-55,-90,-64,null,-79,-79,-49,-60,-70,-75,null,-50,-65,null,-84,null,null,-62,-77,null,-63,null,-69,null,null,-80,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-86,-85,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.274506193,0.638721365
-133,null,null,null,null,null,null,null,null,-96,null,null,null,-89,-83,-69,-81,null,null,null,null,null,null,null,null,null,null,null,null,null,-79,-72,-63,null,null,null,-63,null,null,-86,null,null,null,null,-90,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.913435396,0.063913641
-126,-56,-46,-50,-60,-82,-58,-72,-59,-69,-76,-75,-75,-56,-74,null,-58,null,-66,-85,-86,-86,-76,-83,-87,-75,null,-78,null,-74,-67,-82,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-75,null,null,null,null,null,null,null,null,null,-84,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.886916344,0.671095667
-127,null,-87,null,null,-80,null,-70,null,-84,null,null,null,-72,-72,null,-74,null,-67,null,null,null,null,null,null,null,null,-78,null,null,-53,-63,-43,null,null,null,-55,-90,-74,null,null,null,null,null,-74,null,-71,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.377217389,0.1135014
-124,null,null,null,null,null,null,null,null,null,null,null,null,null,-63,null,null,null,null,null,null,null,null,null,null,null,null,-74,null,null,-51,-57,-43,null,null,null,-43,null,null,-84,null,null,null,null,-80,null,null,-86,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.923680628,0.109452462
-128,-59,-58,-59,-57,-70,-69,-65,-66,-58,-71,-48,-56,-63,-48,-69,-70,null,-72,-77,-86,-66,-80,-63,-84,null,null,-65,null,null,null,null,-77,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-88,null,-81,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-88,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.431695745,0.785301024
-130,null,null,null,null,null,null,null,null,null,null,null,null,-65,null,null,-76,null,null,null,null,null,null,null,null,null,null,null,null,null,-59,-61,-55,null,null,null,-59,-68,null,-67,-76,null,null,null,-77,null,-79,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.926195399,0.102154515
-126,-47,-56,-60,-52,-49,-66,-63,null,-68,-47,-53,-54,null,-76,null,-69,null,null,null,-61,-60,-58,-68,null,null,-77,null,null,-84,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.686864318,0.88864523
-129,null,-90,null,null,-84,null,-63,null,-82,null,null,null,-67,-72,null,-70,null,-77,null,null,null,null,null,null,null,null,-66,null,null,-55,-68,-47,null,null,null,-45,-82,-67,null,null,null,null,null,-74,null,-77,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.398090538,0.115662551
-121,-56,-57,-69,-59,-61,-81,-67,-78,-69,-78,-69,-69,-69,-79,-76,-79,null,null,null,-81,-84,-90,-78,null,null,null,null,null,null,-92,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.775779983,0.756565132
-121,-61,-46,-49,-63,-67,-70,-70,-68,-58,-71,-73,null,-63,-74,-61,-56,null,-70,-70,-73,-85,-84,-80,null,-87,null,null,null,-71,-70,-79,-90,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-91,-89,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-87,0.935176339,0.647796857
-127,-63,-46,-52,-64,-70,-58,-55,-73,-57,-68,-72,-71,-52,-57,-50,-48,null,null,-82,-81,-86,-80,-81,-53,-59,null,-67,null,-79,null,-68,-88,null,null,null,-78,null,null,null,null,null,null,null,null,null,null,null,null,null,-79,null,-97,null,null,null,null,null,null,null,null,-93,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.693893733,0.508091061
-121,-79,-61,-74,null,null,-72,null,null,null,null,-85,null,-66,-60,-57,-48,null,-80,null,null,null,null,null,null,-82,null,null,null,null,-45,-48,-66,null,null,-77,null,-58,-79,-70,-76,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.541577388,0.339328419
-131,-66,-58,-66,-73,-81,-79,-85,-84,-73,-61,-71,-65,-75,-77,null,-83,null,-71,-76,-82,-82,null,-80,null,-85,null,-92,null,-83,-78,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.622831324,0.751221449
-125,-68,-75,-70,-60,-42,-77,-72,-66,-67,-57,-59,-55,-84,-78,null,-76,null,-83,null,-52,-70,-41,-81,null,null,-82,null,-78,null,-89,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-81,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.70266176,0.923680049
-132,-83,-75,-83,null,null,null,null,-85,null,null,null,null,-74,-74,-62,-63,null,null,null,null,null,null,null,-98,null,null,-63,null,null,-49,-56,-74,null,null,null,-73,-87,-91,-79,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.835191879,0.321447514
-130,-87,-86,null,null,null,null,-70,null,-84,null,-70,-72,-64,-58,-73,-72,null,-65,null,null,-82,null,-89,null,-89,null,-64,null,-83,-76,-69,-85,null,null,null,null,null,-69,null,null,null,null,-76,-90,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.350260986,0.420711844
-120,-92,-78,-75,null,null,null,null,null,-79,null,-80,null,-66,-73,null,-70,null,-70,-89,null,null,null,null,null,null,null,-61,null,null,-59,-77,-43,null,null,null,-40,-88,-81,-84,-93,null,null,-71,-65,null,-72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.439286907,0.118381981
-132,-63,-59,-70,-56,-60,-76,-76,-68,-73,-59,-61,-58,null,null,-79,-74,-59,null,null,-69,null,-63,null,null,null,-85,null,-77,null,-72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.690535315,0.960829064
-133,-76,-77,-74,-78,-58,null,null,null,-77,-57,-73,-79,null,null,null,-85,null,null,null,-68,-75,-69,-79,null,null,-93,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-91,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.529225314,0.98337132
-119,null,-70,-61,null,-89,-82,-68,-70,-58,null,null,null,-75,-76,-62,-64,null,-64,-91,null,-69,null,-77,-60,-67,null,null,null,-74,-84,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.685702179,0.624610592
-130,null,null,null,null,null,null,null,null,-98,null,null,null,-89,-87,-79,-79,null,null,null,null,null,null,null,null,null,null,null,null,null,-70,-66,-62,null,null,null,-71,null,null,-84,null,null,null,null,-86,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.912812854,0.097685793
-131,-84,-76,-81,null,null,null,null,null,null,null,null,null,-66,-70,-75,-81,-86,-76,null,null,null,null,null,null,null,null,-74,null,null,-64,-64,-51,null,null,null,-59,-73,-79,-75,-78,null,null,null,-74,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.923625079,0.118278256
